HOUR,E_WIND
135,0.192533091
136,0.217711158
137,0.182748077
138,0.048741103
139,0.136509714
140,0.453927968
141,0.452912382
142,0.129711123
143,0.473599306
144,0.482632249
145,0.449543632
146,0.1111744
147,0.132365405
148,0.220410806
149,0.105979811
150,0.359744528
151,0.306045674
152,0.095293673
153,0.382355493
154,0.292881532
155,0.026048223
156,0.439709851
157,0.244488383
158,0.214908331
159,0.274842635
160,0.383922312
161,0.104090854
162,0.369863319
163,0.421365886
164,0.312709625
165,0.150027816
166,0.299135092
167,0.419772743
168,0.292781478
169,0.421032837
170,0.013124396
171,0.153676313
172,0.289621188
173,0.495964843
174,0.44842294
175,0.055840735
176,0.085876082
177,0.143100982
178,0.082618687
179,0.452030007
180,0.423189062
181,0.174548806
182,0.021519672
183,0.234720931
184,0.215631377
185,0.102131063
186,0.296960792
187,0.179667528
188,0.270322922
189,0.151263514
190,0.107427761
191,0.15263637
192,0.308506148
193,0.485536414
194,0.148862212
195,0.498746818
196,0.163560875
197,0.092985834
198,0.363866536
199,0.362130572
200,0.265421664
201,0.434336125
202,0.305426811
203,0.066382553
204,0.256945954
205,0.161391067
206,0.472173693
207,0.204222074
208,0.347531544
209,0.053977172
210,0.107770874
211,0.043034261
212,0.329457279
213,0.234780779
214,0.219225434
215,0.412668611
216,0.024188588
217,0.276253727
218,0.384651678
219,0.343837224
220,0.448036024
221,0.245424103
222,0.135244373
223,0.156761134
224,0.050278167
225,0.160853484
226,0.417773205
227,0.274900496
228,0.151229351
229,0.1506321
230,0.378785404
231,0.338895999
232,0.169666774
233,0.475824
234,0.0785228
235,0.317973128
236,0.00141802
237,0.419790445
238,0.074517322
239,0.455563755
240,0.378032013
241,0.457110368
242,0.011317947
243,0.492782503
244,0.118404933
245,0.325229132
246,0.363687357
247,0.067993302
248,0.406628914
249,0.166712483
250,0.053100296
251,0.269809753
252,0.098322701
253,0.299809587
254,0.300983915
255,0.287695634
256,0.277912535
257,0.332668421
258,0.06565002
259,0.312546468
260,0.170721132
261,0.406774153
262,0.221787247
263,0.305860681
264,0.161821973
265,0.154682134
266,0.065373718
267,0.192026413
268,0.169475191
269,0.415372623
270,0.035041199
271,0.452879019
272,0.331275946
273,0.032266287
274,0.421632089
275,0.151851489
276,0.027702788
277,0.042583958
278,0.397972801
279,0.360081751
280,0.060158717
281,0.298161022
282,0.216368584
283,0.492570064
284,0.378887211
285,0.202106315
286,0.016113255
287,0.091463377
288,0.084186027
289,0.459686065
290,0.133927771
291,0.197727649
292,0.179372325
293,0.445021264
294,0.057637011
295,0.284365851
296,0.301066153
297,0.191805455
298,0.25519408
299,0.021548864
300,0.300987054
301,0.490156002
302,0.346350618
303,0.473075712
304,0.007470987
305,0.096249603
306,0.497007331
307,0.486493476
308,0.398909106
309,0.44254137
310,0.025807198
311,0.303336628
312,0.484510871
313,0.186606287
314,0.366345046
315,0.419605555
316,0.476664629
317,0.223577041
318,0.332496761
319,0.375842545
320,0.421246558
321,0.427903361
322,0.217691451
323,0.493801147
324,0.405611542
325,0.401720723
326,0.258921166
327,0.445141477
328,0.44031186
329,0.37173014
330,0.498390259
331,0.425235793
332,0.145358754
333,0.282228023
334,0.397470533
335,0.037219579
336,0.41167958
337,0.194268777
338,0.093977905
339,0.47109415
340,0.355833054
341,0.435315699
342,0.280504676
343,0.472157132
344,0.205184011
345,0.150793273
346,0.139897597
347,0.202600209
348,0.021000826
349,0.234808576
350,0.017925425
351,0.180358108
352,0.436194459
353,0.234326959
354,0.467791721
355,0.378575829
356,0.232127042
357,0.467750199
358,0.233209448
359,0.444772698
360,0.363291422
361,0.471874183
362,0.386628409
363,0.054267243
364,0.195982483
365,0.245243739
366,0.483641113
367,0.483526527
368,0.203773436
369,0.336538513
370,0.013181771
371,0.031032711
372,0.222460334
373,0.426472415
374,0.40037916
375,0.087359511
376,0.400622086
377,0.29172852
378,0.458146604
379,0.329815046
380,0.015594526
381,0.110909753
382,0.055144457
383,0.343615154
384,0.072387592
385,0.418672272
386,0.087852611
387,0.499337016
388,0.461101633
389,0.340790043
390,0.280518518
391,0.40534727
392,0.430516675
393,0.439311167
394,0.129908899
395,0.040737413
396,0.429935466
397,0.169420861
398,0.023207498
399,0.097997537
400,0.106731719
401,0.126424334
402,0.265917473
403,0.22241114
404,0.38064379
405,0.243260479
406,0.074864686
407,0.102979757
408,0.344171442
409,0.350575357
410,0.436585815
411,0.494399397
412,0.365089691
413,0.317510227
414,0.316666115
415,0.185035469
416,0.090474966
417,0.277833848
418,0.205596179
419,0.012463639
420,0.011766463
421,0.27170695
422,0.264330818
423,0.038849633
424,0.057390676
425,0.094941736
426,0.190835525
427,0.403260005
428,0.49047054
429,0.170471872
430,0.384572931
431,0.444239552
432,0.019941073
433,0.262726824
434,0.134040893
435,0.320039838
436,0.093249366
437,0.115821203
438,0.081576328
439,0.362491665
440,0.351477947
441,0.228416643
442,0.066006107
443,0.137420501
444,0.112703083
445,0.496935236
446,0.058305967
447,0.154380361
448,0.395534229
449,0.077879154
450,0.287940481
451,0.209039114
452,0.477581589
453,0.459742423
454,0.48749398
455,0.1330177
456,0.380903314
457,0.269317305
458,0.232729201
459,0.491720552
460,0.31922613
461,0.139464296
462,0.335859878
463,0.360532905
464,0.297729198
465,0.189260509
466,0.204615283
467,0.318046182
468,0.384087443
469,0.283629354
470,0.068562055
471,0.347315089
472,0.089162593
473,0.210872315
474,0.047493959
475,0.496424218
476,0.376496126
477,0.177206991
478,0.458256353
479,0.00364268
480,0.448382663
481,0.053559876
482,0.445222217
483,0.318404441
484,0.314339514
485,0.438188316
486,0.357122072
487,0.008097251
488,0.055945824
489,0.450592709
490,0.339071791
491,0.187154475
492,0.356060178
493,0.246929553
494,0.107523374
495,0.288921063
496,0.122064
497,0.28749325
498,0.163045739
499,0.402397939
500,0.435632141
501,0.332078442
502,0.297707518
503,0.022021068
504,0.089223486
505,0.061167057
506,0.355242059
507,0.431015169
508,0.45396335
509,0.081100778
510,0.310018773
511,0.344615646
512,0.140943627
513,0.147372223
514,0.167003956
515,0.141270639
516,0.269197747
517,0.020583963
518,0.049847152
519,0.172582712
520,0.368053332
521,0.324321753
522,0.065500473
523,0.245385425
524,0.095594536
525,0.395672926
526,0.40823867
527,0.051391644
528,0.218142104
529,0.495781785
530,0.497746706
531,0.279230277
532,0.092532257
533,0.1733514
534,0.301959647
535,0.128116471
536,0.071853508
537,0.388125201
538,0.342127788
539,0.244316529
540,0.0088021
541,0.249716153
542,0.092252849
543,0.096526201
544,0.22674594
545,0.411216089
546,0.24227891
547,0.302746773
548,0.363259171
549,0.112950377
550,0.478878918
551,0.029086108
552,0.304097918
553,0.067936151
554,0.491604708
555,0.366605622
556,0.424958238
557,0.369202903
558,0.169431388
559,0.152357604
560,0.486482261
561,0.267164043
562,0.378396011
563,0.099190472
564,0.220941154
565,0.107948719
566,0.109745764
567,0.353485449
568,0.347898509
569,0.262374188
570,0.161503609
571,0.487632482
572,0.202176681
573,0.46282755
574,0.450155909
575,0.157184487
576,0.369399295
577,0.044516316
578,0.435054286
579,0.433639881
580,0.242458624
581,0.31978621
582,0.22678355
583,0.312079093
584,0.296885808
585,0.37373454
586,0.47525692
587,0.151593631
588,0.295305293
589,0.327746882
590,0.433664139
591,0.247267818
592,0.480105851
593,0.187304822
594,0.489229984
595,0.347309446
596,0.221978154
597,0.488234841
598,0.462309183
599,0.22125229
600,0.381648296
601,0.208753039
602,0.05704489
603,0.03736815
604,0.144706957
605,0.46523346
606,0.471967545
607,0.090931
608,0.300251528
609,0.399567524
610,0.07584479
611,0.289896299
612,0.26378556
613,0.052904824
614,0.487080644
615,0.26875903
616,0.094905166
617,0.333552258
618,0.318374998
619,0.442621067
620,0.153763138
621,0.209234453
622,0.293711141
623,0.076926949
624,0.089625663
625,0.24894251
626,0.250254092
627,0.268596752
628,0.000879242
629,0.144261585
630,0.158220322
631,0.360606348
632,0.079195973
633,0.147005792
634,0.193147032
635,0.223360885
636,0.177091238
637,0.344208324
638,0.480338824
639,0.169545764
640,0.08111582
641,0.2824232
642,0.196032586
643,0.442235032
644,0.280486395
645,0.046151124
646,0.169356854
647,0.342600005
648,0.422868122
649,0.33824623
650,0.157529981
651,0.261804364
652,0.488603247
653,0.368891039
654,0.0639978
655,0.31728547
656,0.159582309
657,0.095561394
658,0.108570926
659,0.108031808
660,0.386398141
661,0.147798454
662,0.263479848
663,0.331495531
664,0.207247862
665,0.110371031
666,0.352178425
667,0.324081841
668,0.201205901
669,0.413217648
670,0.246150638
671,0.086727855
672,0.141228075
673,0.22045385
674,0.412795338
675,0.359870665
676,0.161559803
677,0.2450878
678,0.190469038
679,0.028026094
680,0.137555921
681,0.02259166
682,0.420026164
683,0.462650609
684,0.346811072
685,0.223224452
686,0.239504095
687,0.310902158
688,0.340601146
689,0.395093035
690,0.067050444
691,0.284563105
692,0.258129365
693,0.280052576
694,0.163618609
695,0.110149231
696,0.302962509
697,0.302965427
698,0.024078005
699,0.261916457
700,0.230917706
701,0.397548678
702,0.008188322
703,0.222543494
704,0.235334044
705,0.281940734
706,0.061630265
707,0.078451228
708,0.047121922
709,0.077265577
710,0.04774706
711,0.44439968
712,0.327756024
713,0.326210826
714,0.038913706
715,0.080297335
716,0.403502724
717,0.079227341
718,0.380631415
719,0.498597889
720,0.483718917
721,0.389181494
722,0.420933256
723,0.159743753
724,0.196584465
725,0.108781796
726,0.022308928
727,0.098901909
728,0.270913338
729,0.379477344
730,0.056425967
731,0.384336707
732,0.328364937
733,0.085369326
734,0.034597435
735,0.405014078
736,0.111940097
737,0.497976002
738,0.377716007
739,0.236699107
740,0.452693413
741,0.352963402
742,0.299918484
743,0.094747977
744,0.35246345
745,0.335312107
746,0.310585965
747,0.497882944
748,0.214023092
749,0.408956754
750,0.303553144
751,0.246192604
752,0.271221867
753,0.379083132
754,0.190322879
755,0.075451849
756,0.235878157
757,0.331274409
758,0.477621103
759,0.085524626
760,0.235973196
761,0.110392435
762,0.379014658
763,0.469036047
764,0.227370976
765,0.287532626
766,0.046877479
767,0.263058248
768,0.444245558
769,0.158521856
770,0.445519988
771,0.334981467
772,0.470777263
773,0.406393774
774,0.317957885
775,0.020585061
776,0.101609816
777,0.204690583
778,0.459461132
779,0.2358262
780,0.193796329
781,0.34310962
782,0.39238494
783,0.082974656
784,0.445208065
785,0.17990039
786,0.105199285
787,0.262481826
788,0.042628237
789,0.180913171
790,0.294910375
791,0.487965634
792,0.313478498
793,0.185267175
794,0.158827423
795,0.201079484
796,0.287989919
797,0.448605505
798,0.429272449
799,0.296782986
800,0.447117406
801,0.447621442
802,0.446351654
803,0.032015198
804,0.419070173
805,0.366420816
806,0.388211763
807,0.426781503
808,0.106253296
809,0.127847683
810,0.271685425
811,0.369167991
812,0.381171908
813,0.18762772
814,0.009972773
815,0.202163191
816,0.18870873
817,0.249846771
818,0.30207146
819,0.472806775
820,0.137242663
821,0.051437462
822,0.27973444
823,0.194866981
824,0.476514457
825,0.395232183
826,0.088036295
827,0.151784676
828,0.365249723
829,0.378196738
830,0.044812864
831,0.236292013
832,0.437468352
833,0.093122423
834,0.387654772
835,0.430125723
836,0.329074448
837,0.220152313
838,0.48874233
839,0.122792698
840,0.111843127
841,0.283704414
842,0.217021088
843,0.029903753
844,0.123419003
845,0.423179909
846,0.008031676
847,0.032798845
848,0.237246339
849,0.321889705
850,0.003407881
851,0.094607158
852,0.2192263
853,0.02800854
854,0.119112925
855,0.113975408
856,0.250573306
857,0.058766712
858,0.312370394
859,0.453738777
860,0.188091291
861,0.387255383
862,0.480630905
863,0.448046587
864,0.013298982
865,0.200714934
866,0.105088824
867,0.065639188
868,0.222394926
869,0.383490486
870,0.3129501
871,0.27881259
872,0.329107635
873,0.451015038
874,0.261901729
875,0.198984071
876,0.084712238
877,0.079303885
878,0.147091362
879,0.11796656
880,0.164276995
881,0.150717308
882,0.38550508
883,0.087542295
884,0.492395768
885,0.076778592
886,0.02712204
887,0.154528357
888,0.361796906
889,0.112860576
890,0.012596217
891,0.42583595
892,0.316637718
893,0.48565212
894,0.008560741
895,0.370019908
896,0.055011372
897,0.180757453
898,0.450236151
899,0.145251353
900,0.44658855
901,0.427289873
902,0.455641846
903,0.365217247
904,0.48321524
905,0.022208387
906,0.069770832
907,0.177317352
908,0.280467222
909,0.026897498
910,0.092601542
911,0.477362265
912,0.116017765
913,0.308471012
914,0.424808936
915,0.455590753
916,0.164850063
917,0.238797573
918,0.081989653
919,0.435234747
920,0.291963189
921,0.06222296
922,0.430741172
923,0.053160966
924,0.368303155
925,0.4819317
926,0.404484316
927,0.330223415
928,0.212685156
929,0.342858426
930,0.33968798
931,0.025215389
932,0.464964595
933,0.12475183
934,0.033229638
935,0.045896274
936,0.386437599
937,0.027789063
938,0.01668379
939,0.32119647
940,0.456809337
941,0.139870617
942,0.12782044
943,0.411491674
944,0.109224277
945,0.064184795
946,0.349492966
947,0.17266735
948,0.48791094
949,0.161988378
950,0.449243607
951,0.276570901
952,0.130748707
953,0.390682196
954,0.447046529
955,0.440765194
956,0.449358601
957,0.097875628
958,0.347590701
959,0.346020122
960,0.411607787
961,0.460051267
962,0.265656454
963,0.249015455
964,0.340319328
965,0.316596522
966,0.103317298
967,0.108653388
968,0.43831775
969,0.049697782
970,0.278950386
971,0.169628962
972,0.140274083
973,0.012727915
974,0.494827569
975,0.204610706
976,0.297715217
977,0.363995213
978,0.146053767
979,0.449953824
980,0.450187485
981,0.408416867
982,0.019433377
983,0.42411677
984,0.214496051
985,0.407777262
986,0.217268368
987,0.063571428
988,0.439665672
989,0.460062676
990,0.092683608
991,0.431722817
992,0.097812822
993,0.200141809
994,0.432266112
995,0.330953886
996,0.101211604
997,0.084201089
998,0.280657201
999,0.234564968
1000,0.083517751
1001,0.423560272
1002,0.198435839
1003,0.071195615
1004,0.044055639
1005,0.421390307
1006,0.144629947
1007,0.44921241
1008,0.400093099
1009,0.490824843
1010,0.456123122
1011,0.113211078
1012,0.07067371
1013,0.433897953
1014,0.35637519
1015,0.448932395
1016,0.21143605
1017,0.329728695
1018,0.160390578
1019,0.426458925
1020,0.021614798
1021,0.141632601
1022,0.062575518
1023,0.252921803
1024,0.447115427
1025,0.020032344
1026,0.181210601
1027,0.177499701
1028,0.270241372
1029,0.214470285
1030,0.496884625
1031,0.151150258
1032,0.181873738
1033,0.397567258
1034,0.433749519
1035,0.336998814
1036,0.310315623
1037,0.406522241
1038,0.299888449
1039,0.445010748
1040,0.049461349
1041,0.091315023
1042,0.41630576
1043,0.12953027
1044,0.332639979
1045,0.401527547
1046,0.390591273
1047,0.189937902
1048,0.174540474
1049,0.489126301
1050,0.144054039
1051,0.147077771
1052,0.034971085
1053,0.228990245
1054,0.191242677
1055,0.484535896
1056,0.460077088
1057,0.158036421
1058,0.121851592
1059,0.419673748
1060,0.404514539
1061,0.440584359
1062,0.195020931
1063,0.43318069
1064,0.380786915
1065,0.459053947
1066,0.036294904
1067,0.064255543
1068,0.229290517
1069,0.13605205
1070,0.086632497
1071,0.208194507
1072,0.457498284
1073,0.483888522
1074,0.418925571
1075,0.334162836
1076,0.262167448
1077,0.23792392
1078,0.063473866
1079,0.429904448
1080,0.329930095
1081,0.446046228
1082,0.137007331
1083,0.080361157
1084,0.198327218
1085,0.335366618
1086,0.355209164
1087,0.272404794
1088,0.191781505
1089,0.248126124
1090,0.181934552
1091,0.151755949
1092,0.343766047
1093,0.032648521
1094,0.079258903
1095,0.43511717
1096,0.28870218
1097,0.177655237
1098,0.026513909
1099,0.334649481
1100,0.240392916
1101,0.365229366
1102,0.465777975
1103,0.325562741
1104,0.094450538
1105,0.127041971
1106,0.437481559
1107,0.181523714
1108,0.003863568
1109,0.262282537
1110,0.054265902
1111,0.299368696
1112,0.464494476
1113,0.457691461
1114,0.344251073
1115,0.480549553
1116,0.2582391
1117,0.272110048
1118,0.309302569
1119,0.436937961
1120,0.257898589
1121,0.421914611
1122,0.397793888
1123,0.366951758
1124,0.169481991
1125,0.477344523
1126,0.275752894
1127,0.158646426
1128,0.467097415
1129,0.08000214
1130,0.174871915
1131,0.159944153
1132,0.4998461
1133,0.290253983
1134,0.415476887
1135,0.241454138
1136,0.431164034
1137,0.378196396
1138,0.415249807
1139,0.234569299
1140,0.038866245
1141,0.17095719
1142,0.055178323
1143,0.172964436
1144,0.358342998
1145,0.345497084
1146,0.147397493
1147,0.395358655
1148,0.472762791
1149,0.120989146
1150,0.174471706
1151,0.087212321
1152,0.064103474
1153,0.459488752
1154,0.297782902
1155,0.472346477
1156,0.380368188
1157,0.169054176
1158,0.41177447
1159,0.229022741
1160,0.289160783
1161,0.028227649
1162,0.475726623
1163,0.487720984
1164,0.314679253
1165,0.193845247
1166,0.396961394
1167,0.424808669
1168,0.155227534
1169,0.417644703
1170,0.468481907
1171,0.031483333
1172,0.002586451
1173,0.056257567
1174,0.238563065
1175,0.224015326
1176,0.406994339
1177,0.470787792
1178,0.145411088
1179,0.446675252
1180,0.198983585
1181,0.450317804
1182,0.153959259
1183,0.358191113
1184,0.270206712
1185,0.442195958
1186,0.487324331
1187,0.427278445
1188,0.275428089
1189,0.061373634
1190,0.095628048
1191,0.442547219
1192,0.201827849
1193,0.395060664
1194,0.242413803
1195,0.339484884
1196,0.156707752
1197,0.262905748
1198,0.047616127
1199,0.325761224
1200,0.278855171
1201,0.21861463
1202,0.382947498
1203,0.097906596
1204,0.128624235
1205,0.424956598
1206,0.016068728
1207,0.167574702
1208,0.196717227
1209,0.485326295
1210,0.313734531
1211,0.174526693
1212,0.219610569
1213,0.148073805
1214,0.405873269
1215,0.331932215
1216,0.256563962
1217,0.381224037
1218,0.156942201
1219,0.232536135
1220,0.048361128
1221,0.04731659
1222,0.059872679
1223,0.329307718
1224,0.138247295
1225,0.13378131
1226,0.391432677
1227,0.284551738
1228,0.480850019
1229,0.067424419
1230,0.408189982
1231,0.064981037
1232,0.447287611
1233,0.088653621
1234,0.105602718
1235,0.376507542
1236,0.087820665
1237,0.325572673
1238,0.131339395
1239,0.25960381
1240,0.201336104
1241,0.261350204
1242,0.089824863
1243,0.381125864
1244,0.064457554
1245,0.426293683
1246,0.063495005
1247,0.081354459
1248,0.131794818
1249,0.160372119
1250,0.416614181
1251,0.254315218
1252,0.290510462
1253,0.373489961
1254,0.489293316
1255,0.363043918
1256,0.049064551
1257,0.371602695
1258,0.28506027
1259,0.30292472
1260,0.328795856
1261,0.441734353
1262,0.262557328
1263,0.223680774
1264,0.270522111
1265,0.060535062
1266,0.138396783
1267,0.091775714
1268,0.427285031
1269,0.363186137
1270,0.14764039
1271,0.039425705
1272,0.054649922
1273,0.167135364
1274,0.214611823
1275,0.349965272
1276,0.47056875
1277,0.157418439
1278,0.069938458
1279,0.485438598
1280,0.269995426
1281,0.277966559
1282,0.123119676
1283,0.49874149
1284,0.370132212
1285,0.444639835
1286,0.337199144
1287,0.257245145
1288,0.151456995
1289,0.399741232
1290,0.23736024
1291,0.415889279
1292,0.469201805
1293,0.39310471
1294,0.395588077
1295,0.215196527
1296,0.397827463
1297,0.036263679
1298,0.318292565
1299,0.136884074
1300,0.283074105
1301,0.391558342
1302,0.168195107
1303,0.245343347
1304,0.45974209
1305,0.216016411
1306,0.203945716
1307,0.150965105
1308,0.393343534
1309,0.491297482
1310,0.173934837
1311,0.336493639
1312,0.069036724
1313,0.266984079
1314,0.416036837
1315,0.368554594
1316,0.46070164
1317,0.310453473
1318,0.297224027
1319,0.276324472
1320,0.066190009
1321,0.299842096
1322,0.074376935
1323,0.042253731
1324,0.462653431
1325,0.016362872
1326,0.074801082
1327,0.104474108
1328,0.326303061
1329,0.241273099
1330,0.437984326
1331,0.401210247
1332,0.159131127
1333,0.324164804
1334,0.232093926
1335,0.422751907
1336,0.156489018
1337,0.342554181
1338,0.310118879
1339,0.080738098
1340,0.313702082
1341,0.037298852
1342,0.406313574
1343,0.314258982
1344,0.207207984
1345,0.487876044
1346,0.156716572
1347,0.09813615
1348,0.405423815
1349,0.283482221
1350,0.25517092
1351,0.063320303
1352,0.420812335
1353,0.383845031
1354,0.441620448
1355,0.005487646
1356,0.410447537
1357,0.119927943
1358,0.130716661
1359,0.220516101
1360,0.434672123
1361,0.320884674
1362,0.305401098
1363,0.146213038
1364,0.388411202
1365,0.354431412
1366,0.265560551
1367,0.353246866
1368,0.168592361
1369,0.166885511
1370,0.02614675
1371,0.118429156
1372,0.099517555
1373,0.289330748
1374,0.484401363
1375,0.197056019
1376,0.41427888
1377,0.171748818
1378,0.383604005
1379,0.236135893
1380,0.479329617
1381,0.381013538
1382,0.058353795
1383,0.222605009
1384,0.278061304
1385,0.179467131
1386,0.338876757
1387,0.192824273
1388,0.312251827
1389,0.040372463
1390,0.358315165
1391,0.433573414
1392,0.316712774
1393,0.129728398
1394,0.340648134
1395,0.443914233
1396,0.488274069
1397,0.115017596
1398,0.476473124
1399,0.037592287
1400,0.083534228
1401,0.052804729
1402,0.025913051
1403,0.349724353
1404,0.005448481
1405,0.218658331
1406,0.457458016
1407,0.226665758
1408,0.144226259
1409,0.205245732
1410,0.223840791
1411,0.312801299
1412,0.034344713
1413,0.303130907
1414,0.280022516
1415,0.032278039
1416,0.440069234
1417,0.292038362
1418,0.314077065
1419,0.347066408
1420,0.09893192
1421,0.355869131
1422,0.405606239
1423,0.249329486
1424,0.226188762
1425,0.334599767
1426,0.430853152
1427,0.058648145
1428,0.4621378
1429,0.153542824
1430,0.301800991
1431,0.272525785
1432,0.300697179
1433,0.211167059
1434,0.384182455
1435,0.383822628
1436,0.337121657
1437,0.46864671
1438,0.034500033
1439,0.378650232
1440,0.170578392
1441,0.277799505
1442,0.493985888
1443,0.251736421
1444,0.498285866
1445,0.332299867
1446,0.070132058
1447,0.144685464
1448,0.39681996
1449,0.149193882
1450,0.475218683
1451,0.202272349
1452,0.444324697
1453,0.158635248
1454,0.036032636
1455,0.125115504
1456,0.258988832
1457,0.492269539
1458,0.214784131
1459,0.36549758
1460,0.200419482
1461,0.02039153
1462,0.070963904
1463,0.250689906
1464,0.093750453
1465,0.064923844
1466,0.209370927
1467,0.33896844
1468,0.356467252
1469,0.310637062
1470,0.19338862
1471,0.273108637
1472,0.152238822
1473,0.17496912
1474,0.019064074
1475,0.322533563
1476,0.014239327
1477,0.098071285
1478,0.257847172
1479,0.025610777
1480,0.121807115
1481,0.408034474
1482,0.128559047
1483,0.003119648
1484,0.320522305
1485,0.211527836
1486,0.324832245
1487,0.234581779
1488,0.485741692
1489,0.238933208
1490,0.022394352
1491,0.036384089
1492,0.231596233
1493,0.31851384
1494,0.252644305
1495,0.369136364
1496,0.390172162
1497,0.40474304
1498,0.233294097
1499,0.488077238
1500,0.283608318
1501,0.1575941
1502,0.463404675
1503,0.120885414
1504,0.125457378
1505,0.104797875
1506,0.279706493
1507,0.459308616
1508,0.276262795
1509,0.426845849
1510,0.170066926
1511,0.489120007
1512,0.312170995
1513,0.061137519
1514,0.24596197
1515,0.237610288
1516,0.333000753
1517,0.316134507
1518,0.050474021
1519,0.060185119
1520,0.351389913
1521,0.100562745
1522,0.150557992
1523,0.395068436
1524,0.171171023
1525,0.37973276
1526,0.464843675
1527,0.014316282
1528,0.148076034
1529,0.066330313
1530,0.416777689
1531,0.481202095
1532,0.159758545
1533,0.492779652
1534,0.123553889
1535,0.148467034
1536,0.372545268
1537,0.100054018
1538,0.256815491
1539,0.008203211
1540,0.053371454
1541,0.071060476
1542,0.295252675
1543,0.222348329
1544,0.115381613
1545,0.406739583
1546,0.449937376
1547,0.245397487
1548,0.338919698
1549,0.403349295
1550,0.152835283
1551,0.176669729
1552,0.47127702
1553,0.197237366
1554,0.379864106
1555,0.040881507
1556,0.375527336
1557,0.325526294
1558,0.244264826
1559,0.475443965
1560,0.329291616
1561,0.082467843
1562,0.351186629
1563,0.102167908
1564,0.330454664
1565,0.059857963
1566,0.111575377
1567,0.176581367
1568,0.191631617
1569,0.072620675
1570,0.158430212
1571,0.100329847
1572,0.125890626
1573,0.179638627
1574,0.07813682
1575,0.319497835
1576,0.368583782
1577,0.496901351
1578,0.255041998
1579,0.376618202
1580,0.416682377
1581,0.086986497
1582,0.002191104
1583,0.395422346
1584,0.285064709
1585,0.431794995
1586,0.28480685
1587,0.012098607
1588,0.115173619
1589,0.11755393
1590,0.173915038
1591,0.41738972
1592,0.194312562
1593,0.467878958
1594,0.041094503
1595,0.499686849
1596,0.292211982
1597,0.438593855
1598,0.343104334
1599,0.284418137
1600,0.466172531
1601,0.187348204
1602,0.236186831
1603,0.000111858
1604,0.297345082
1605,0.209858509
1606,0.274270902
1607,0.230339278
1608,0.033860738
1609,0.202408647
1610,0.101916547
1611,0.188188531
1612,0.06282666
1613,0.46195846
1614,0.270341506
1615,0.270958835
1616,0.274581167
1617,0.269000682
1618,0.211231658
1619,0.426539171
1620,0.309636555
1621,0.48478928
1622,0.100072635
1623,0.020032237
1624,0.175429414
1625,0.163009956
1626,0.370987129
1627,0.033915604
1628,0.226937025
1629,0.17075814
1630,0.360610859
1631,0.168964673
1632,0.03893128
1633,0.044647751
1634,0.209518297
1635,0.246420549
1636,0.437592557
1637,0.164278984
1638,0.433365671
1639,0.081916238
1640,0.266550676
1641,0.232634204
1642,0.448334658
1643,0.182912235
1644,0.370468237
1645,0.275336324
1646,0.232445892
1647,0.249397064
1648,0.49980257
1649,0.409890953
1650,0.225476631
1651,0.130955018
1652,0.41193214
1653,0.031232398
1654,0.153074383
1655,0.393777903
1656,0.283877766
1657,0.208503272
1658,0.047264405
1659,0.459070172
1660,0.232849468
1661,0.250128679
1662,0.169518338
1663,0.44647535
1664,0.332490346
